from,to,lat_from,lon_from,lat_to,lon_to,traffic_score,event_multiplier,weather_multiplier
Khandagiri,Jaydev Vihar,20.288476074342114,85.84592319470015,20.236461472202873,85.86282141930953,0.8909090909090909,1.09,1.2
Rasulgarh,Rasulgarh,20.35301777411112,85.78451481435287,20.345562909963938,85.8721754741461,0.5272727272727273,1.0,1.05
Khandagiri,Khandagiri,20.367244846302324,85.77673025819848,20.239088581624088,85.7740180564527,0.49090909090909096,1.0,1.0
Rasulgarh,Jaydev Vihar,20.23091580701233,85.85425523078752,20.372981716103077,85.78897855254873,0.6363636363636365,1.07,1.1
Khandagiri,Airport Road,20.24897473668065,85.85675861741768,20.240073540850094,85.8442275930863,0.4545454545454546,1.0,1.05
Airport Road,Khandagiri,20.332434705565277,85.80044270676345,20.310518286102614,85.86524477346354,1.0,1.26,1.0
Khandagiri,Kalpana Square,20.284926233977597,85.83232510338797,20.280115217121754,85.79147682583951,1.0,1.21,1.2
Kalpana Square,Airport Road,20.278315310985167,85.82107884911461,20.30546514611417,85.77452101051956,0.7636363636363637,1.0,1.2
Rasulgarh,Rasulgarh,20.24700917205458,85.78146852295107,20.32699215131791,85.82293969344964,0.6727272727272726,1.07,1.05
Jaydev Vihar,Jaydev Vihar,20.368026127954582,85.85258541718281,20.281522871833296,85.81541290118977,0.8727272727272728,1.08,1.05
Master Canteen,Khandagiri,20.29994313545921,85.87298347403657,20.245562916899903,85.86783566996213,0.5454545454545454,1.0,1.0
Master Canteen,Rasulgarh,20.240940329247238,85.8362266383274,20.350117635786713,85.80366869736436,0.4545454545454546,1.0,1.05
Kalpana Square,Airport Road,20.28339571457149,85.80317384833172,20.29713621827877,85.78311036789691,0.7272727272727273,1.07,1.0
Kalpana Square,Kalpana Square,20.243274059969817,85.77694521131127,20.288936449922563,85.87543372238123,0.18181818181818188,1.0,1.05
Airport Road,Kalpana Square,20.31108473513172,85.83803952419089,20.30980638803355,85.80562692022164,0.5636363636363637,1.0,1.05
Khandagiri,Rasulgarh,20.343605867796725,85.79722836136767,20.374867458612044,85.78821090614103,0.38181818181818183,1.0,1.05
Airport Road,Kalpana Square,20.374267886654305,85.78598685313905,20.300827222780594,85.81304959610725,0.7818181818181817,1.0,1.1
Khandagiri,Master Canteen,20.299732078429763,85.81832902272068,20.23287965984765,85.77809298003517,0.34545454545454546,1.26,1.0
Kalpana Square,Khandagiri,20.35004644210151,85.81347764408162,20.317070635189427,85.77083691518109,0.47272727272727266,1.0,1.05
Khandagiri,Master Canteen,20.239317400835667,85.87075105052244,20.26185305155108,85.79874508799561,0.1454545454545455,1.0,1.1
Master Canteen,Master Canteen,20.23789798506067,85.77279985074281,20.24347684558598,85.86718458208145,1.0,1.06,1.0
Rasulgarh,Master Canteen,20.250585306082225,85.77124800646007,20.324965760361845,85.83085918996953,0.7272727272727273,1.0,1.1
Master Canteen,Master Canteen,20.355724198020948,85.78231521687692,20.328708853677448,85.78614904096135,0.6000000000000001,1.0,1.05
Kalpana Square,Kalpana Square,20.318811167375205,85.81268654175278,20.34435987988225,85.77216470918839,0.3272727272727274,1.0,1.05
Master Canteen,Master Canteen,20.318744487327415,85.83853011107298,20.29203380866866,85.84196739302678,1.0,1.11,1.2
Airport Road,Khandagiri,20.26623536515228,85.81212056969868,20.238810466411657,85.77106501836322,0.6545454545454545,1.06,1.0
Jaydev Vihar,Kalpana Square,20.303663830835465,85.78989383889977,20.281893118400916,85.83323479351093,0.6727272727272726,1.0,1.2
Kalpana Square,Khandagiri,20.344557519118393,85.83901416585752,20.2770212967629,85.81055970561742,0.0,1.0,1.05
Airport Road,Airport Road,20.261819079195238,85.81140518747333,20.354265676849973,85.85372819557256,0.47272727272727266,1.0,1.0
Khandagiri,Khandagiri,20.253248951016992,85.84667312090339,20.296374016916683,85.81995514619332,0.290909090909091,1.0,1.1
Khandagiri,Khandagiri,20.254282077837306,85.84761705683958,20.26114729578204,85.85948899682997,0.2727272727272727,1.07,1.0
Jaydev Vihar,Jaydev Vihar,20.26942437944325,85.7974106571604,20.37582590286725,85.7745078625158,0.3272727272727274,1.0,1.2
Rasulgarh,Airport Road,20.348145088132068,85.78730295838467,20.379945758473532,85.82884591294354,0.6181818181818182,1.0,1.0
Khandagiri,Rasulgarh,20.249772856036337,85.85272222776244,20.347667066125652,85.8484496454212,0.5636363636363637,1.2,1.0
Kalpana Square,Jaydev Vihar,20.331093677091488,85.84574788837338,20.29176869068445,85.85466362383397,0.7818181818181817,1.1400000000000001,1.1
Airport Road,Master Canteen,20.335922772234913,85.81074989579832,20.363771528386515,85.78755188020534,0.8727272727272728,1.05,1.05
Khandagiri,Kalpana Square,20.230450026618726,85.8578998565935,20.26080608954921,85.82932583758013,0.7272727272727273,1.09,1.05
Airport Road,Kalpana Square,20.305986465563105,85.78347624184244,20.344064631046958,85.81122047411093,0.8727272727272728,1.0,1.2
Khandagiri,Airport Road,20.321038491770366,85.811643044953,20.260052870943017,85.86547975800606,0.2727272727272727,1.0,1.0
Rasulgarh,Rasulgarh,20.363415635983277,85.83584362252564,20.26898427869286,85.80593058210422,0.19999999999999996,1.0,1.0
Rasulgarh,Kalpana Square,20.36428933862493,85.83076813310765,20.31238425963865,85.81643798905999,0.7818181818181817,1.1,1.05
Khandagiri,Rasulgarh,20.285264885780023,85.82660414045274,20.27951726528221,85.79943255083148,0.38181818181818183,1.0,1.0
Kalpana Square,Rasulgarh,20.2324408632578,85.7956932357352,20.268771334919006,85.77105922772542,0.7636363636363637,1.0,1.2
Rasulgarh,Jaydev Vihar,20.297705667296274,85.8465596919385,20.232945987691068,85.79023697756725,0.7818181818181817,1.1,1.05
Jaydev Vihar,Master Canteen,20.23470742438975,85.83259920434885,20.297597858110667,85.79095593701385,0.49090909090909096,1.0,1.0
Khandagiri,Airport Road,20.299643180628482,85.87013817414312,20.331540707710445,85.7806238270911,1.0,1.17,1.1
Rasulgarh,Khandagiri,20.296038865650296,85.83896434546102,20.270605192119675,85.775414543653,0.4363636363636363,1.0,1.1
Master Canteen,Master Canteen,20.360514908118052,85.86461451659868,20.33630005169355,85.86809524294677,0.509090909090909,1.13,1.0
Jaydev Vihar,Airport Road,20.328047506174276,85.81798323967251,20.25003633120682,85.8122233642621,0.49090909090909096,1.06,1.0
Jaydev Vihar,Khandagiri,20.256955736457456,85.8286887509129,20.31391814164763,85.83039084714858,0.4363636363636363,1.0,1.05
Rasulgarh,Rasulgarh,20.292059397576352,85.83917527570723,20.377739811925824,85.77384630075784,1.0,1.1,1.2
Jaydev Vihar,Airport Road,20.35827793893117,85.83403722937528,20.347791047968652,85.79223482501432,0.7818181818181817,1.11,1.05
Airport Road,Khandagiri,20.337054732269362,85.8070754571342,20.30740284650689,85.79503204352584,0.47272727272727266,1.08,1.05
Khandagiri,Master Canteen,20.27997587164796,85.78448187768642,20.297418975333382,85.79520334894771,0.509090909090909,1.21,1.05
Rasulgarh,Rasulgarh,20.332204954998495,85.77692821636956,20.326287525377726,85.81236760283103,0.036363636363636376,1.0,1.05
Master Canteen,Master Canteen,20.241786431120396,85.79349608290038,20.338490546432936,85.77065392929157,0.8909090909090909,1.0,1.1
Airport Road,Airport Road,20.278062633289913,85.87803609367248,20.295085193296252,85.84589664555322,0.25454545454545463,1.0,1.0
Master Canteen,Jaydev Vihar,20.36251961578186,85.86415132323685,20.260686072344544,85.81781920863043,0.8727272727272728,1.22,1.1
Rasulgarh,Airport Road,20.35788258157535,85.85662868840774,20.31612879967154,85.82450579691762,1.0,1.1,1.1
Master Canteen,Kalpana Square,20.344710581390586,85.80756024010749,20.36842257390105,85.8354447907365,1.0,1.0,1.2
Kalpana Square,Master Canteen,20.350459056509827,85.87689137804645,20.232817815452123,85.838593667891,0.5818181818181818,1.0,1.1
Jaydev Vihar,Jaydev Vihar,20.265531319486623,85.78580626647505,20.274903382786345,85.81804229324138,0.6181818181818182,1.0,1.05
Master Canteen,Master Canteen,20.32239413393073,85.78124726598386,20.308852919101547,85.78943026934596,1.0,1.25,1.1
Khandagiri,Master Canteen,20.303924128379613,85.77805782832031,20.34742917516153,85.78775440511694,0.6909090909090909,1.0,1.05
Airport Road,Rasulgarh,20.275706308548695,85.81517873134135,20.354093032940433,85.8200798501198,0.3999999999999999,1.22,1.05
Airport Road,Rasulgarh,20.23879142382593,85.80397525776762,20.275319653990383,85.79649432932622,0.7818181818181817,1.11,1.0
Kalpana Square,Jaydev Vihar,20.33825831851646,85.87204710634293,20.258786015833724,85.87690308316571,0.7636363636363637,1.0,1.2
Kalpana Square,Master Canteen,20.295302709573168,85.78196949929071,20.263602800290307,85.83489878074639,0.7818181818181817,1.0,1.1
Airport Road,Kalpana Square,20.377128677906825,85.8688336064284,20.260958229051365,85.8408172971258,0.8,1.06,1.2
Master Canteen,Khandagiri,20.254785599653513,85.87429321480657,20.35817313844785,85.82964523291066,0.6000000000000001,1.0,1.0
Airport Road,Rasulgarh,20.25674594668706,85.80859539896707,20.26727610466136,85.79153249127779,0.1636363636363637,1.0,1.1
Airport Road,Rasulgarh,20.315200179915298,85.85377062832691,20.260621836879277,85.79227290130174,0.49090909090909096,1.0,1.1
Khandagiri,Kalpana Square,20.260222395797367,85.86792570289747,20.237464764333165,85.78140742858142,0.38181818181818183,1.0,1.2
Jaydev Vihar,Khandagiri,20.244425547953373,85.80867545042034,20.251668287879582,85.8334819416397,0.19999999999999996,1.0,1.05
Master Canteen,Khandagiri,20.31794125173689,85.85297508157127,20.28637608650887,85.87424741986075,0.9818181818181817,1.0,1.2
Master Canteen,Airport Road,20.266283506035855,85.83498048208214,20.288344486320586,85.82695122673539,0.6727272727272726,1.0,1.05
Jaydev Vihar,Jaydev Vihar,20.32249989817155,85.77218740103763,20.274227868207536,85.82245682922434,0.9636363636363636,1.0,1.2
Airport Road,Khandagiri,20.31967691927372,85.78635489260145,20.31872619424559,85.8171393498297,0.7818181818181817,1.0,1.2
Master Canteen,Rasulgarh,20.27769130699237,85.79536642763394,20.36399507188864,85.83725440963865,1.0,1.0,1.2
Khandagiri,Airport Road,20.28357696642811,85.86839865175673,20.369800664185675,85.80539647816742,0.49090909090909096,1.0,1.2
Khandagiri,Master Canteen,20.250905541566006,85.85649413917896,20.324925633035622,85.78693106031625,0.3999999999999999,1.0,1.05
Airport Road,Kalpana Square,20.280117935275438,85.79960417515744,20.26354474430126,85.83884396653836,0.49090909090909096,1.0,1.2
Rasulgarh,Jaydev Vihar,20.32763392952445,85.84642423309477,20.266318637893754,85.7828824455655,0.36363636363636354,1.0,1.1
Jaydev Vihar,Kalpana Square,20.36524730559702,85.79697800781307,20.282631056177063,85.8727995612823,0.38181818181818183,1.0,1.1
Airport Road,Kalpana Square,20.238952759326466,85.8101056261908,20.25323167188119,85.86403184686627,0.6545454545454545,1.0,1.2
Airport Road,Jaydev Vihar,20.23224676745829,85.82245190648345,20.378562941013186,85.78110383967422,0.8727272727272728,1.0,1.2
Airport Road,Airport Road,20.305869451015603,85.83104962908742,20.327848001423003,85.8711326365062,1.0,1.3,1.0
Airport Road,Rasulgarh,20.312534741897654,85.86605010324301,20.277034757524763,85.85646122299264,0.3999999999999999,1.0,1.0
Jaydev Vihar,Kalpana Square,20.354432620925248,85.87872609867763,20.24934333400652,85.80404190860867,0.5454545454545454,1.0,1.05
Kalpana Square,Kalpana Square,20.234940847728858,85.80352859861338,20.350643643659346,85.80951837442595,0.8363636363636364,1.09,1.05
Jaydev Vihar,Khandagiri,20.270651204515243,85.8625972452825,20.25797334227525,85.78664902060787,1.0,1.0,1.2
Airport Road,Rasulgarh,20.29065622348953,85.87185401999179,20.3085899621924,85.77393044815041,0.34545454545454546,1.15,1.05
Master Canteen,Airport Road,20.234597345583364,85.80868863041282,20.33193025040073,85.87316072574599,0.0,1.0,1.0
Airport Road,Jaydev Vihar,20.2802454011095,85.82620599584871,20.360337973621753,85.78213864629696,0.8363636363636364,1.0,1.1
Khandagiri,Master Canteen,20.268306050811976,85.87721300494434,20.247126183241146,85.78206912906536,0.6000000000000001,1.0,1.2
Khandagiri,Jaydev Vihar,20.351260919737033,85.7794188882655,20.35222909859706,85.81518096366364,0.6363636363636365,1.0,1.1
Kalpana Square,Kalpana Square,20.341067260987423,85.87580816752879,20.30422272048238,85.77960126554765,0.6727272727272726,1.0,1.0
Master Canteen,Master Canteen,20.338700974944825,85.77253874530649,20.341258981852256,85.86806726983426,0.34545454545454546,1.0,1.1
Kalpana Square,Jaydev Vihar,20.272781031279766,85.83138909440667,20.263645635320213,85.87006470652113,0.12727272727272732,1.0,1.05
Airport Road,Khandagiri,20.269334930949,85.80425779440918,20.27804008407159,85.83399132070987,0.290909090909091,1.0,1.05
Kalpana Square,Master Canteen,20.234151824307645,85.87782649181294,20.239091217458466,85.77635905041555,0.7818181818181817,1.28,1.1
Airport Road,Khandagiri,20.233169144297815,85.82207815522716,20.270448757119603,85.84487594657072,0.36363636363636354,1.0,1.0
Airport Road,Kalpana Square,20.359782959331692,85.77419215318272,20.35571486178117,85.77385416738561,1.0,1.15,1.0
Rasulgarh,Jaydev Vihar,20.31523278136177,85.78968246908691,20.28568087415779,85.78217031283025,0.7272727272727273,1.0,1.05
Jaydev Vihar,Jaydev Vihar,20.29783705786295,85.81151467899501,20.37764800324269,85.8698464813909,1.0,1.1,1.0
Airport Road,Rasulgarh,20.33885064649238,85.86059118921274,20.36947281389245,85.8726471964286,0.5272727272727273,1.0,1.1
Rasulgarh,Kalpana Square,20.284451713589263,85.86816885581182,20.293926270732587,85.86858648554959,0.36363636363636354,1.0,1.05
Rasulgarh,Kalpana Square,20.249147348577623,85.78053198216946,20.237804185814106,85.77295564569829,1.0,1.17,1.05
Master Canteen,Rasulgarh,20.26060411393434,85.81308463293526,20.250476740251496,85.82528770723626,0.8545454545454545,1.0,1.2
Rasulgarh,Jaydev Vihar,20.263469329993193,85.86117525236487,20.379652821437805,85.85989386828477,0.7454545454545454,1.0,1.2
Airport Road,Kalpana Square,20.238318955143523,85.81728967042741,20.301870000479937,85.82368841353211,0.10909090909090913,1.0,1.05
Kalpana Square,Airport Road,20.374036499772245,85.8021343671192,20.294323330569938,85.83023990905217,0.3999999999999999,1.0,1.05
Master Canteen,Jaydev Vihar,20.342345671295895,85.87685449899612,20.30315976973423,85.84366542486177,0.509090909090909,1.0,1.0
Airport Road,Kalpana Square,20.346639946791896,85.84980471148002,20.261657827358658,85.78407500725467,0.4181818181818182,1.0,1.05
Master Canteen,Khandagiri,20.256075428000514,85.85374627468052,20.377369053559182,85.77023551040661,0.4181818181818182,1.0,1.1
Rasulgarh,Master Canteen,20.3526353412055,85.83891540364962,20.231802391476155,85.83930763271148,0.4181818181818182,1.0,1.05
Airport Road,Airport Road,20.306271984324734,85.7881643965532,20.322938383558487,85.84356616445992,0.9636363636363636,1.22,1.0
Rasulgarh,Rasulgarh,20.277668811826608,85.77913662760717,20.27333255421068,85.79868933195897,0.19999999999999996,1.0,1.05
Jaydev Vihar,Khandagiri,20.28441681673127,85.8704735573765,20.332344821248668,85.84172502483824,0.9090909090909092,1.0,1.1
Master Canteen,Jaydev Vihar,20.234525287374332,85.77487439734976,20.25799256021607,85.84545900648133,0.7272727272727273,1.0,1.05
Khandagiri,Airport Road,20.241329331343756,85.7834783853935,20.357468587209144,85.87717448497806,0.4181818181818182,1.0,1.05
Kalpana Square,Airport Road,20.319505506474748,85.79750364725527,20.31485127928935,85.779616146713,0.6727272727272726,1.07,1.05
Master Canteen,Airport Road,20.374982446477535,85.84039479450043,20.27803642284705,85.83844452901081,0.5818181818181818,1.0,1.05
Rasulgarh,Master Canteen,20.31393463471445,85.8638232624649,20.31186893718936,85.85425201697807,0.36363636363636354,1.0,1.0
Kalpana Square,Jaydev Vihar,20.32734246409033,85.78088051407232,20.297396127163832,85.77594331040478,0.38181818181818183,1.0,1.05
Khandagiri,Master Canteen,20.26802403858553,85.82549591795414,20.27499723155423,85.8378032442305,1.0,1.0,1.2
Airport Road,Khandagiri,20.33206273483648,85.87395245682258,20.253410418513262,85.78748797690574,0.9454545454545453,1.0,1.2
Jaydev Vihar,Airport Road,20.248852521772218,85.79739559479464,20.279074013904808,85.81816244166222,0.49090909090909096,1.0,1.05
Airport Road,Khandagiri,20.290842652738583,85.81746730263096,20.36633928592445,85.87513823257198,0.9090909090909092,1.05,1.2
Rasulgarh,Jaydev Vihar,20.29250880332107,85.78022322605254,20.26195635336272,85.87359745254872,0.4181818181818182,1.0,1.05
Master Canteen,Jaydev Vihar,20.371368291917975,85.80035911852538,20.32156669544901,85.79610938379706,0.8545454545454545,1.0,1.0
Master Canteen,Master Canteen,20.238517974876828,85.8572326507844,20.279948709531286,85.77930076535998,0.3090909090909091,1.0,1.05
Airport Road,Airport Road,20.256543142064476,85.83640678662053,20.375628291371545,85.84694493096755,0.290909090909091,1.0,1.0
Master Canteen,Khandagiri,20.337307114870324,85.80822672905822,20.360065296916563,85.82067596991585,0.49090909090909096,1.0,1.1
Khandagiri,Kalpana Square,20.239859398663302,85.78923946734572,20.34512159727595,85.82616209232829,0.5454545454545454,1.0,1.2
Khandagiri,Jaydev Vihar,20.28070642563682,85.84651339489425,20.35015546513703,85.82198476841025,0.7454545454545454,1.0,1.2
Khandagiri,Jaydev Vihar,20.358234382145,85.80771739368059,20.35195972531407,85.77401090518727,0.2727272727272727,1.0,1.2
Airport Road,Khandagiri,20.268273198190524,85.77585606407625,20.25601429907019,85.87469597313546,0.6909090909090909,1.0,1.1
Khandagiri,Khandagiri,20.27380474801276,85.8703982680401,20.264005097080375,85.86247608771312,0.8181818181818181,1.11,1.0
Airport Road,Jaydev Vihar,20.2527738861911,85.8465234638534,20.29641897550243,85.77467649170758,0.4363636363636363,1.0,1.05
Rasulgarh,Rasulgarh,20.289316968607235,85.80883823305327,20.299156321359,85.85599416322108,0.12727272727272732,1.0,1.05
Master Canteen,Airport Road,20.311199567520053,85.8248376945813,20.246131689364006,85.81189688151665,0.47272727272727266,1.1,1.05
Jaydev Vihar,Rasulgarh,20.316887316309185,85.85415091684328,20.374885375595394,85.83120326962778,1.0,1.2,1.2
Master Canteen,Rasulgarh,20.37962451039658,85.77323804680466,20.257268296630016,85.82009799521259,0.509090909090909,1.0,1.2
Airport Road,Khandagiri,20.301413706109248,85.83071131987089,20.2832564890636,85.87838340259843,0.21818181818181825,1.0,1.0
Kalpana Square,Kalpana Square,20.3222122618154,85.87757115484501,20.249247337880167,85.82961640406106,0.5454545454545454,1.0,1.05
Master Canteen,Rasulgarh,20.28774497173037,85.7724384811802,20.368519915569934,85.81439062788377,1.0,1.26,1.2
Rasulgarh,Jaydev Vihar,20.259469273699295,85.84959557132093,20.262063299162545,85.83408982252963,0.3090909090909091,1.0,1.05
Rasulgarh,Master Canteen,20.237176158409074,85.83430958061754,20.26175297676122,85.8794053196746,0.8363636363636364,1.0,1.0
Airport Road,Kalpana Square,20.350961784149014,85.86775918994655,20.36582380714094,85.7810306331938,1.0,1.21,1.1
Rasulgarh,Airport Road,20.362280162992402,85.84057428743756,20.260622827869078,85.77798073828072,0.8,1.22,1.1
Rasulgarh,Jaydev Vihar,20.236507589687662,85.83009461579746,20.267844973307774,85.79989132968652,0.9090909090909092,1.0,1.1
Kalpana Square,Khandagiri,20.2925478083223,85.82941887383512,20.318126308038885,85.8587200453461,0.290909090909091,1.0,1.0
Master Canteen,Master Canteen,20.273999028963534,85.83308245091874,20.26468158836497,85.80479679842182,0.8545454545454545,1.0,1.1
Kalpana Square,Kalpana Square,20.310939665937816,85.77923332049015,20.277716313758482,85.87314421205981,0.9454545454545453,1.0,1.1
Khandagiri,Master Canteen,20.30148900233528,85.80373574858338,20.235304855809236,85.80524767618483,0.6363636363636365,1.0,1.1
Master Canteen,Airport Road,20.290406905912338,85.86501294144256,20.29897478932843,85.84570994467386,0.7454545454545454,1.28,1.2
Khandagiri,Airport Road,20.297429867896767,85.77653308294443,20.263821399957163,85.83544353787507,0.5454545454545454,1.0,1.2
Kalpana Square,Jaydev Vihar,20.248055069738914,85.83767539606345,20.313923838272547,85.78364412395311,0.23636363636363633,1.09,1.05
Khandagiri,Rasulgarh,20.294335958994523,85.78649228469794,20.373280589544333,85.81378364949225,0.10909090909090913,1.0,1.0
Rasulgarh,Kalpana Square,20.322134001360567,85.8710740320189,20.28416085242452,85.85718827954848,0.018181818181818188,1.0,1.05
Khandagiri,Kalpana Square,20.35036896742634,85.80738047565367,20.3660712752232,85.80529630455605,0.47272727272727266,1.0,1.2
Kalpana Square,Kalpana Square,20.258374117678308,85.80094523170148,20.24169305887465,85.77256981713916,0.9818181818181817,1.28,1.0
Kalpana Square,Rasulgarh,20.3671082887701,85.82297532336868,20.315233325275667,85.82168574371983,0.7454545454545454,1.25,1.0
Khandagiri,Airport Road,20.253753235411935,85.7943857527354,20.3607471035986,85.85179561091526,1.0,1.28,1.1
Khandagiri,Airport Road,20.327667795431257,85.87534476006084,20.25526898512214,85.83902359897243,0.4545454545454546,1.0,1.05
Rasulgarh,Master Canteen,20.334699863137637,85.81530712564384,20.29620596239161,85.78004329765997,0.49090909090909096,1.0,1.05
Rasulgarh,Airport Road,20.272591206244527,85.78565494566877,20.35224852199477,85.8080728692339,0.6909090909090909,1.1,1.05
Master Canteen,Khandagiri,20.2375150521453,85.8357000464249,20.242496176729027,85.82160801208529,0.5272727272727273,1.12,1.1
Jaydev Vihar,Khandagiri,20.2966541054719,85.80455611085021,20.32261792040378,85.81317161007696,0.7818181818181817,1.0,1.1
Khandagiri,Jaydev Vihar,20.357209788217396,85.79551136017533,20.37451839074372,85.77530940687879,0.5818181818181818,1.0,1.05
Khandagiri,Airport Road,20.274574000909897,85.87881870367544,20.369629209513157,85.779406729107,0.5454545454545454,1.12,1.05
Jaydev Vihar,Airport Road,20.248761186194415,85.84184410647211,20.313286538577483,85.82538497290923,0.47272727272727266,1.0,1.1
Khandagiri,Rasulgarh,20.261805730359306,85.82789466496817,20.356329718105794,85.80199021207791,1.0,1.0,1.2
Khandagiri,Kalpana Square,20.336688885418578,85.85214935270692,20.309025053892746,85.78562196607047,0.709090909090909,1.25,1.0
Kalpana Square,Jaydev Vihar,20.363479494637442,85.87727564139563,20.37876199701957,85.81475001413048,1.0,1.0,1.1
Kalpana Square,Rasulgarh,20.36035781918778,85.80286619112854,20.3156253818502,85.8101560263146,0.6909090909090909,1.08,1.05
Rasulgarh,Khandagiri,20.360910033973006,85.79949710602567,20.37383413647277,85.80766943210425,0.6545454545454545,1.0,1.1
Rasulgarh,Kalpana Square,20.23003657346631,85.87807696219714,20.29703382423328,85.8538144146158,0.709090909090909,1.0,1.0
Jaydev Vihar,Airport Road,20.325762011766905,85.80148768642864,20.251074614625875,85.83089785402841,0.8727272727272728,1.1,1.1
Jaydev Vihar,Airport Road,20.28550822242215,85.80210085706611,20.30443205550123,85.83118058138511,0.47272727272727266,1.0,1.0
Rasulgarh,Kalpana Square,20.293107402374247,85.80805933153053,20.314675773214255,85.82578566654831,0.3999999999999999,1.15,1.05
Airport Road,Airport Road,20.33996749753458,85.86250220226034,20.349892349751475,85.80328918077073,0.7636363636363637,1.0,1.2
Kalpana Square,Rasulgarh,20.36785796645449,85.82331237966426,20.336968978254735,85.80192503514222,0.5454545454545454,1.0,1.05
Rasulgarh,Airport Road,20.338501291817337,85.79368075124349,20.245317325013417,85.80507749231236,0.509090909090909,1.0,1.05
Kalpana Square,Rasulgarh,20.377165346819602,85.8369411642631,20.2876868121464,85.82062410189221,0.49090909090909096,1.0,1.0
Master Canteen,Kalpana Square,20.332319559650948,85.81316715263351,20.31649118630139,85.83364837313465,0.3090909090909091,1.0,1.05
Rasulgarh,Master Canteen,20.269935879775222,85.81845777434549,20.317820125686854,85.83912045369284,0.47272727272727266,1.11,1.1
Kalpana Square,Master Canteen,20.3073430802247,85.82429341042597,20.302988134849627,85.79829171918563,0.6909090909090909,1.1,1.05
Airport Road,Kalpana Square,20.30729942727447,85.8631390137642,20.262861166151012,85.80648824335523,0.6000000000000001,1.0,1.1
Airport Road,Rasulgarh,20.31898775682157,85.82788093747692,20.319868826838608,85.85383411180949,0.9818181818181817,1.0,1.05
Rasulgarh,Jaydev Vihar,20.30199321112895,85.77732349873963,20.25884831297275,85.81915380658937,0.12727272727272732,1.0,1.0
Khandagiri,Kalpana Square,20.357286403624915,85.86650203159091,20.353432605685192,85.8795175361436,0.8545454545454545,1.0,1.05
Khandagiri,Airport Road,20.295134045199358,85.8544405493841,20.371628003861872,85.87635799121766,0.8363636363636364,1.13,1.0
Rasulgarh,Airport Road,20.23207528855177,85.78246492086348,20.34543848173873,85.81060348901205,0.2727272727272727,1.1,1.05
Airport Road,Rasulgarh,20.33546581337384,85.78210758234754,20.25649958453099,85.80264051490377,0.5818181818181818,1.0,1.1
Master Canteen,Kalpana Square,20.265680394226617,85.79138829315546,20.348688629153852,85.8116226286798,0.290909090909091,1.0,1.1
Kalpana Square,Airport Road,20.377557397051696,85.81125338067466,20.309341865772524,85.87436185051752,1.0,1.0,1.05
Airport Road,Kalpana Square,20.252499338581476,85.82889875597755,20.372183164329567,85.82162483668763,0.23636363636363633,1.0,1.05
Kalpana Square,Airport Road,20.2324234655708,85.8282182234242,20.23325492807791,85.81414316724064,0.5818181818181818,1.0,1.0
Khandagiri,Jaydev Vihar,20.287509462247098,85.85447945077823,20.268490796374238,85.83548094615043,0.5454545454545454,1.0,1.05
Airport Road,Master Canteen,20.37886590170253,85.81840072259644,20.364259084184184,85.83516534595222,0.2727272727272727,1.0,1.05
Airport Road,Jaydev Vihar,20.273150929811447,85.862014081028,20.28265404422203,85.8725094527983,0.4363636363636363,1.0,1.05
Kalpana Square,Khandagiri,20.250392065832415,85.87010872354902,20.358794164348662,85.87874574005895,0.49090909090909096,1.0,1.0
Rasulgarh,Airport Road,20.275097116981737,85.82948005284064,20.295676797253858,85.84549278851948,0.9818181818181817,1.0,1.2
Jaydev Vihar,Airport Road,20.321137547139916,85.85844733564426,20.286406835933604,85.8461551603942,0.6181818181818182,1.0,1.2
Khandagiri,Jaydev Vihar,20.328579160725226,85.80321442809611,20.34922069435205,85.78289430565326,0.34545454545454546,1.0,1.05
Jaydev Vihar,Master Canteen,20.364617451981285,85.86183697320969,20.29201827658742,85.87908925043261,1.0,1.07,1.2
Airport Road,Airport Road,20.356570185000244,85.78895247765406,20.308933996923844,85.81110485583173,0.6727272727272726,1.0,1.1
Kalpana Square,Airport Road,20.36786095501907,85.81618412244279,20.302854212847972,85.87534637911345,0.4363636363636363,1.0,1.1
Airport Road,Khandagiri,20.263241344027854,85.79546197819258,20.236418698317713,85.80837895615518,0.0,1.0,1.05
Airport Road,Airport Road,20.287327201287482,85.77865286291798,20.348671569201226,85.79681589088722,0.5272727272727273,1.0,1.1
Kalpana Square,Airport Road,20.329624225631356,85.85694643397738,20.24930029718443,85.87713304346138,1.0,1.11,1.05
Jaydev Vihar,Airport Road,20.296025151162855,85.80797677116404,20.242481016947714,85.85988816103298,0.290909090909091,1.0,1.0
Jaydev Vihar,Kalpana Square,20.31361701184561,85.79800709220368,20.26513416355549,85.77802308009421,0.4181818181818182,1.0,1.05
Jaydev Vihar,Airport Road,20.282382103304027,85.86794052582441,20.255448423707247,85.83002720099032,0.5636363636363637,1.0,1.05
Kalpana Square,Rasulgarh,20.370742911997578,85.82571203892834,20.29798741330544,85.85836563779654,0.19999999999999996,1.0,1.05
Khandagiri,Kalpana Square,20.34512416672778,85.84739112628061,20.312877123210942,85.84364134006647,0.5454545454545454,1.15,1.05
Kalpana Square,Kalpana Square,20.31484564643212,85.85732109945963,20.320076515811973,85.78696154371863,0.5454545454545454,1.19,1.1
Jaydev Vihar,Airport Road,20.24553941347315,85.81655835559516,20.29364151812173,85.83505462662374,0.4181818181818182,1.0,1.1
