Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes,from,to,lat_from,lon_from,lat_to,lon_to,traffic_score,event_multiplier,weather_multiplier,combined_impact_score
2025-04-22,Tuesday,Jaydev Vihar,Humid,,80,79,Accident,27,21.6,Airport Road,Rasulgarh,20.277379710740394,85.77513154601812,20.2470431638867,85.79627453662559,0.6181818181818182,1.27,1.05,0.8243454545454546
2025-08-28,Thursday,Rasulgarh,Humid,,75,73,,0,0.0,Kalpana Square,Master Canteen,20.250738462923326,85.77231240956772,20.2933472522525,85.79761191486566,0.509090909090909,1.0,1.05,0.5345454545454545
2025-08-05,Tuesday,Khandagiri,Sunny,,60,62,,0,0.0,Airport Road,Rasulgarh,20.37828429817421,85.87561539004244,20.264396963325844,85.85346242237031,0.3090909090909091,1.0,1.0,0.3090909090909091
2025-05-26,Monday,Kalpana Square,Rainy,,75,80,,0,0.0,Jaydev Vihar,Master Canteen,20.36072116869144,85.78037150476028,20.373666035688846,85.81292858588345,0.6363636363636365,1.0,1.2,0.7636363636363638
2025-01-09,Thursday,Jaydev Vihar,Foggy,,77,79,,0,0.0,Master Canteen,Rasulgarh,20.350290070353665,85.84406573679179,20.278816585900845,85.86494925829308,0.6181818181818182,1.0,1.1,0.68
2025-04-17,Thursday,Jaydev Vihar,Rainy,,107,100,Bad Roads,9,7.2,Khandagiri,Khandagiri,20.297528328750495,85.80010996492433,20.23196314712562,85.77794880016262,1.0,1.09,1.2,1.308
2025-04-05,Saturday,Jaydev Vihar,Sunny,,75,79,,0,0.0,Rasulgarh,Jaydev Vihar,20.349157172360616,85.82034872462712,20.37049477165743,85.7931849081124,0.6181818181818182,1.0,1.0,0.6181818181818182
2025-04-07,Monday,Airport Road,Rainy,,79,74,Bad Roads,7,5.6,Airport Road,Khandagiri,20.319094378592272,85.87848830051362,20.328245282902685,85.77108836970207,0.5272727272727273,1.07,1.2,0.6770181818181819
2025-04-02,Wednesday,Rasulgarh,Sunny,,89,89,Bad Roads,10,8.0,Master Canteen,Airport Road,20.358000543208146,85.81122944707708,20.360584923961277,85.84989548544115,0.8,1.1,1.0,0.8800000000000001
2025-05-16,Friday,Kalpana Square,Humid,,65,62,,0,0.0,Rasulgarh,Master Canteen,20.32630481397526,85.80994868986254,20.291175776145973,85.82790362843268,0.3090909090909091,1.0,1.05,0.3245454545454545
2025-08-25,Monday,Khandagiri,Foggy,,70,74,,0,0.0,Kalpana Square,Master Canteen,20.32132780817819,85.77844411849466,20.267653166295926,85.8595361311144,0.5272727272727273,1.0,1.1,0.5800000000000001
2025-07-13,Sunday,Kalpana Square,Sunny,,80,77,Political Rally,19,15.2,Jaydev Vihar,Master Canteen,20.358828944977866,85.85429774474164,20.312460079488904,85.87526148000276,0.5818181818181818,1.19,1.0,0.6923636363636363
2025-04-07,Monday,Jaydev Vihar,Cloudy,,70,68,,0,0.0,Jaydev Vihar,Khandagiri,20.320139456731425,85.8251415475182,20.30779525472198,85.84150795269812,0.4181818181818182,1.0,1.05,0.43909090909090914
2025-01-19,Sunday,Kalpana Square,Cloudy,,70,70,,0,0.0,Kalpana Square,Airport Road,20.342600785748107,85.85743583879878,20.23715745119005,85.86475166255065,0.4545454545454546,1.0,1.05,0.47727272727272735
2025-02-13,Thursday,Rasulgarh,Foggy,,80,76,,0,0.0,Master Canteen,Airport Road,20.276014895138317,85.87823986696796,20.289941850298465,85.86206873799873,0.5636363636363637,1.0,1.1,0.6200000000000001
2025-09-06,Saturday,Kalpana Square,Cloudy,,94,89,Accident,27,21.6,Master Canteen,Khandagiri,20.35333313853428,85.8372686723685,20.301125407496095,85.82791687118731,0.8,1.27,1.05,1.0668
2025-06-03,Tuesday,Jaydev Vihar,Humid,,70,68,,0,0.0,Master Canteen,Khandagiri,20.378679853805924,85.86791694533551,20.288832041677054,85.84822618873302,0.4181818181818182,1.0,1.05,0.43909090909090914
2025-08-10,Sunday,Airport Road,Rainy,,78,75,,0,0.0,Khandagiri,Kalpana Square,20.297945225940765,85.84553503098032,20.373796796487856,85.86975751481853,0.5454545454545454,1.0,1.2,0.6545454545454544
2025-03-25,Tuesday,Master Canteen,Foggy,,104,100,Bad Roads,6,4.8,Kalpana Square,Airport Road,20.34751667174506,85.77526455220654,20.33507950966434,85.83830238048512,1.0,1.06,1.1,1.1660000000000001
2025-06-13,Friday,Master Canteen,Sunny,,80,82,,0,0.0,Master Canteen,Khandagiri,20.28812989458645,85.87115379015363,20.338509888976624,85.85615117911293,0.6727272727272726,1.0,1.0,0.6727272727272726
2025-03-13,Thursday,Jaydev Vihar,Foggy,Holi,100,97,,0,0.0,Rasulgarh,Master Canteen,20.258046390443237,85.86954771021367,20.275428943404037,85.78831944088714,0.9454545454545453,1.0,1.1,1.04
2025-08-31,Sunday,Jaydev Vihar,Humid,,81,77,,0,0.0,Jaydev Vihar,Khandagiri,20.355396151547687,85.80628556125507,20.260686006985203,85.79043993366342,0.5818181818181818,1.0,1.05,0.610909090909091
2025-06-20,Friday,Master Canteen,Rainy,,119,100,Sports Event,14,11.2,Jaydev Vihar,Khandagiri,20.279232438335878,85.82405292227251,20.30308885341617,85.80620801433332,1.0,1.1400000000000001,1.2,1.368
2025-01-16,Thursday,Kalpana Square,Humid,,65,64,,0,0.0,Airport Road,Rasulgarh,20.30725601532759,85.77142373484116,20.369465240003095,85.80559774185865,0.34545454545454546,1.0,1.05,0.36272727272727273
2025-02-12,Wednesday,Airport Road,Foggy,,59,54,,0,0.0,Rasulgarh,Rasulgarh,20.244631223631686,85.83332506288166,20.356174747819797,85.82829957762944,0.1636363636363637,1.0,1.1,0.18000000000000008
2025-03-27,Thursday,Rasulgarh,Foggy,,84,88,,0,0.0,Kalpana Square,Airport Road,20.243896091100357,85.81672689190275,20.265875558673546,85.87108780546117,0.7818181818181817,1.0,1.1,0.86
2025-06-01,Sunday,Jaydev Vihar,Sunny,,82,81,,0,0.0,Master Canteen,Khandagiri,20.364046146357722,85.86083142647466,20.281384093191917,85.79873813677982,0.6545454545454545,1.0,1.0,0.6545454545454545
2025-07-08,Tuesday,Kalpana Square,Cloudy,,81,86,Bad Roads,10,8.0,Khandagiri,Kalpana Square,20.230985136560076,85.83357118316277,20.367732976731066,85.86418852852755,0.7454545454545454,1.1,1.05,0.861
2025-08-02,Saturday,Rasulgarh,Cloudy,,90,94,,0,0.0,Kalpana Square,Rasulgarh,20.307089823886592,85.86691041284465,20.278015965993397,85.78174877075485,0.8909090909090909,1.0,1.05,0.9354545454545454
2025-05-20,Tuesday,Kalpana Square,Sunny,,82,84,Accident,26,20.8,Khandagiri,Khandagiri,20.352068177186524,85.86081697590367,20.35553564095446,85.8572080119821,0.709090909090909,1.26,1.0,0.8934545454545454
2025-02-14,Friday,Master Canteen,Rainy,,90,87,,0,0.0,Kalpana Square,Airport Road,20.234242194650264,85.79572110438193,20.29666642179544,85.80654576943978,0.7636363636363637,1.0,1.2,0.9163636363636364
2025-02-18,Tuesday,Rasulgarh,Rainy,,87,84,,0,0.0,Khandagiri,Khandagiri,20.2935403153434,85.78006028522911,20.23213014188985,85.81754413023572,0.709090909090909,1.0,1.2,0.8509090909090907
2025-03-26,Wednesday,Kalpana Square,Cloudy,,65,60,,0,0.0,Rasulgarh,Khandagiri,20.282740356594125,85.83039418464023,20.24721318986103,85.81810158481812,0.2727272727272727,1.0,1.05,0.2863636363636364
2025-07-30,Wednesday,Jaydev Vihar,Foggy,,77,72,,0,0.0,Khandagiri,Jaydev Vihar,20.374756897731576,85.79685268217433,20.264504512160094,85.84660521307276,0.49090909090909096,1.0,1.1,0.5400000000000001
2025-05-23,Friday,Jaydev Vihar,Rainy,,104,100,Construction Work,12,9.6,Rasulgarh,Kalpana Square,20.28451214572887,85.85316272188336,20.314112490394383,85.7942279950244,1.0,1.12,1.2,1.344
2025-04-01,Tuesday,Master Canteen,Foggy,,86,89,,0,0.0,Rasulgarh,Airport Road,20.25653482979968,85.8109844742378,20.307260826746486,85.81513785105892,0.8,1.0,1.1,0.8800000000000001
2025-08-01,Friday,Airport Road,Humid,,64,69,Political Rally,11,8.8,Rasulgarh,Khandagiri,20.240147815546262,85.87651116240055,20.369097341883297,85.83426316657619,0.4363636363636363,1.11,1.05,0.5085818181818181
2025-07-31,Thursday,Airport Road,Humid,Rath Yatra,85,82,Political Rally,20,16.0,Khandagiri,Jaydev Vihar,20.326469958717006,85.83218737065611,20.356266184976953,85.81867290000999,0.6727272727272726,1.2,1.05,0.8476363636363635
2025-09-06,Saturday,Airport Road,Humid,,78,78,Construction Work,11,8.8,Kalpana Square,Khandagiri,20.32888451398274,85.84728242774214,20.34872716795225,85.79266215605374,0.6000000000000001,1.11,1.05,0.6993000000000001
2025-03-31,Monday,Kalpana Square,Rainy,,99,100,Sports Event,14,11.2,Jaydev Vihar,Rasulgarh,20.353683999084126,85.86647097934555,20.29372716523746,85.78161114779535,1.0,1.1400000000000001,1.2,1.368
2025-02-15,Saturday,Kalpana Square,Rainy,,92,93,,0,0.0,Khandagiri,Khandagiri,20.247850424857727,85.87472241397136,20.34272906327301,85.77287990552756,0.8727272727272728,1.0,1.2,1.0472727272727274
2025-02-05,Wednesday,Jaydev Vihar,Rainy,,83,84,,0,0.0,Airport Road,Rasulgarh,20.37757282095128,85.79960995020677,20.231717791207725,85.8315235752709,0.709090909090909,1.0,1.2,0.8509090909090907
2025-07-17,Thursday,Master Canteen,Cloudy,,100,98,Political Rally,19,15.2,Jaydev Vihar,Jaydev Vihar,20.379524642810704,85.77400955707857,20.292582580337275,85.83410447379175,0.9636363636363636,1.19,1.05,1.2040636363636363
2025-05-31,Saturday,Kalpana Square,Rainy,,90,94,,0,0.0,Khandagiri,Master Canteen,20.278483936546284,85.87229749420484,20.358034034946982,85.81339675331195,0.8909090909090909,1.0,1.2,1.069090909090909
2025-08-02,Saturday,Jaydev Vihar,Humid,,94,94,Sports Event,9,7.2,Khandagiri,Rasulgarh,20.249722212976586,85.82536665868737,20.244329757714134,85.85744791659047,0.8909090909090909,1.09,1.05,1.0196454545454545
2025-08-05,Tuesday,Khandagiri,Humid,Independence Day,97,95,Construction Work,10,8.0,Kalpana Square,Jaydev Vihar,20.25657039363723,85.85614326815586,20.265855319826702,85.85910338485857,0.9090909090909092,1.1,1.05,1.0500000000000003
2025-08-08,Friday,Kalpana Square,Cloudy,Independence Day,85,80,,0,0.0,Master Canteen,Rasulgarh,20.35517140506427,85.84502787931568,20.240976509917974,85.81417528730077,0.6363636363636365,1.0,1.05,0.6681818181818183
2025-02-06,Thursday,Kalpana Square,Foggy,,72,69,,0,0.0,Airport Road,Kalpana Square,20.3687165373902,85.84790713772661,20.36706996166163,85.85793201909843,0.4363636363636363,1.0,1.1,0.4799999999999999
2025-01-06,Monday,Kalpana Square,Humid,,79,82,Bad Roads,10,8.0,Khandagiri,Jaydev Vihar,20.326807653181426,85.81235908688767,20.278446264504076,85.79673349016235,0.6727272727272726,1.1,1.05,0.777
2025-08-27,Wednesday,Jaydev Vihar,Cloudy,,89,87,Bad Roads,8,6.4,Kalpana Square,Khandagiri,20.329419016608693,85.79096082711202,20.258477642346527,85.7778530950914,0.7636363636363637,1.08,1.05,0.8659636363636365
2025-08-16,Saturday,Rasulgarh,Rainy,,109,100,VIP Convoy,19,15.2,Airport Road,Rasulgarh,20.310954604039697,85.85605359210884,20.273119073267853,85.77139760634148,1.0,1.19,1.2,1.428
2025-04-02,Wednesday,Rasulgarh,Cloudy,,75,71,,0,0.0,Kalpana Square,Khandagiri,20.287937837309165,85.83636584304249,20.232227365955282,85.77752867518146,0.47272727272727266,1.0,1.05,0.49636363636363634
2025-04-10,Thursday,Master Canteen,Foggy,,86,83,,0,0.0,Kalpana Square,Master Canteen,20.27680277374561,85.82463017061862,20.230387681380826,85.79513410675678,0.6909090909090909,1.0,1.1,0.7600000000000001
2025-07-10,Thursday,Airport Road,Sunny,,50,55,,0,0.0,Khandagiri,Master Canteen,20.278455394730184,85.80774738735614,20.31935204718765,85.82338544487834,0.18181818181818188,1.0,1.0,0.18181818181818188
2025-04-12,Saturday,Master Canteen,Rainy,,123,100,Sports Event,13,10.4,Airport Road,Master Canteen,20.249074698687892,85.8079557045276,20.307862813986677,85.86410725738357,1.0,1.13,1.2,1.3559999999999999
2025-04-30,Wednesday,Khandagiri,Humid,,60,56,,0,0.0,Kalpana Square,Airport Road,20.293745056453595,85.80706390371422,20.291836985996728,85.83123871293144,0.19999999999999996,1.0,1.05,0.20999999999999996
2025-01-17,Friday,Khandagiri,Cloudy,,72,68,Accident,22,17.6,Airport Road,Airport Road,20.298334479864504,85.82394733858995,20.269600410572146,85.79771984974685,0.4181818181818182,1.22,1.05,0.5356909090909091
2025-02-17,Monday,Airport Road,Rainy,,81,78,Accident,26,20.8,Kalpana Square,Airport Road,20.330320593279485,85.82267272633054,20.241921777803586,85.78844340710907,0.6000000000000001,1.26,1.2,0.9072000000000001
2025-04-02,Wednesday,Master Canteen,Cloudy,,80,81,,0,0.0,Khandagiri,Khandagiri,20.261026402057215,85.79479313503546,20.230597296683158,85.85473823488168,0.6545454545454545,1.0,1.05,0.6872727272727273
2025-05-13,Tuesday,Kalpana Square,Foggy,,75,77,,0,0.0,Master Canteen,Rasulgarh,20.37653954069979,85.7779744721848,20.34470895417302,85.7908326200038,0.5818181818181818,1.0,1.1,0.64
2025-03-21,Friday,Khandagiri,Sunny,Holi,83,87,,0,0.0,Kalpana Square,Master Canteen,20.239309888085035,85.86608236304787,20.353102811118344,85.8137598930596,0.7636363636363637,1.0,1.0,0.7636363636363637
2025-05-14,Wednesday,Jaydev Vihar,Foggy,,75,70,,0,0.0,Rasulgarh,Jaydev Vihar,20.355598859609376,85.86455470124493,20.31711995576696,85.8455191819557,0.4545454545454546,1.0,1.1,0.5000000000000001
2025-03-23,Sunday,Khandagiri,Rainy,,86,81,,0,0.0,Jaydev Vihar,Jaydev Vihar,20.35018336843834,85.82339048333321,20.322324061938808,85.86595055585553,0.6545454545454545,1.0,1.2,0.7854545454545454
2025-06-15,Sunday,Khandagiri,Sunny,,79,79,Accident,21,16.8,Master Canteen,Jaydev Vihar,20.251877355600488,85.84253041319647,20.27361631633912,85.84548538327613,0.6181818181818182,1.21,1.0,0.748
2025-07-23,Wednesday,Airport Road,Rainy,,67,72,,0,0.0,Kalpana Square,Airport Road,20.234767933896396,85.84576774408971,20.36422599339436,85.87910766289258,0.49090909090909096,1.0,1.2,0.5890909090909091
2025-06-18,Wednesday,Kalpana Square,Rainy,,76,78,,0,0.0,Kalpana Square,Jaydev Vihar,20.273016195920935,85.87476446195862,20.232826325194512,85.86068190516,0.6000000000000001,1.0,1.2,0.7200000000000001
2025-01-22,Wednesday,Master Canteen,Sunny,,96,95,Political Rally,14,11.2,Jaydev Vihar,Jaydev Vihar,20.294375410291334,85.86099475891,20.314430175460434,85.85488607549367,0.9090909090909092,1.1400000000000001,1.0,1.0363636363636366
2025-05-30,Friday,Khandagiri,Rainy,,71,67,,0,0.0,Airport Road,Rasulgarh,20.350209435299213,85.85491176248313,20.342211577950376,85.84170830677861,0.3999999999999999,1.0,1.2,0.47999999999999987
2025-03-16,Sunday,Kalpana Square,Foggy,,102,100,Bad Roads,10,8.0,Airport Road,Khandagiri,20.376724788832313,85.85893901631161,20.366921882801154,85.81027391825862,1.0,1.1,1.1,1.2100000000000002
2025-01-08,Wednesday,Rasulgarh,Humid,,75,76,,0,0.0,Jaydev Vihar,Rasulgarh,20.37241134976664,85.8303888382243,20.23249782028364,85.77782528342175,0.5636363636363637,1.0,1.05,0.5918181818181819
2025-07-04,Friday,Rasulgarh,Sunny,Rath Yatra,95,97,,0,0.0,Jaydev Vihar,Kalpana Square,20.259393722825696,85.87855868228164,20.256763436755264,85.87339259072881,0.9454545454545453,1.0,1.0,0.9454545454545453
2025-04-14,Monday,Rasulgarh,Foggy,,95,100,Bad Roads,8,6.4,Master Canteen,Rasulgarh,20.33547959602725,85.79451229244603,20.294216302683026,85.80413307789769,1.0,1.08,1.1,1.1880000000000002
2025-06-17,Tuesday,Kalpana Square,Rainy,,96,100,Accident,25,20.0,Kalpana Square,Master Canteen,20.334685342366743,85.84979879602577,20.27643374828173,85.85420418652794,1.0,1.25,1.2,1.5
2025-05-13,Tuesday,Jaydev Vihar,Humid,,70,69,,0,0.0,Kalpana Square,Khandagiri,20.357291364057783,85.82610471867459,20.278185997254095,85.86633262687275,0.4363636363636363,1.0,1.05,0.45818181818181813
2025-09-08,Monday,Rasulgarh,Humid,,75,70,,0,0.0,Kalpana Square,Kalpana Square,20.361940231098526,85.84423295779523,20.262804297232496,85.87115162350005,0.4545454545454546,1.0,1.05,0.47727272727272735
2025-03-19,Wednesday,Jaydev Vihar,Rainy,,85,83,,0,0.0,Kalpana Square,Khandagiri,20.247647079509257,85.78680084879045,20.248470457737167,85.85831766151699,0.6909090909090909,1.0,1.2,0.8290909090909091
2025-03-28,Friday,Master Canteen,Rainy,Holi,112,100,,0,0.0,Rasulgarh,Rasulgarh,20.332310978768028,85.8342072999653,20.244030982583336,85.83408019064368,1.0,1.0,1.2,1.2
2025-01-20,Monday,Rasulgarh,Foggy,,84,88,,0,0.0,Kalpana Square,Kalpana Square,20.303374139906285,85.8157439867174,20.37002651138398,85.86169825203002,0.7818181818181817,1.0,1.1,0.86
2025-07-12,Saturday,Airport Road,Rainy,Rath Yatra,98,93,,0,0.0,Rasulgarh,Khandagiri,20.26219398388716,85.86229375324262,20.293054266443974,85.80697832175922,0.8727272727272728,1.0,1.2,1.0472727272727274
2025-03-27,Thursday,Kalpana Square,Cloudy,,65,65,,0,0.0,Jaydev Vihar,Airport Road,20.269679392917173,85.81591573287426,20.31942229651142,85.85231528372451,0.36363636363636354,1.0,1.05,0.3818181818181817
2025-04-13,Sunday,Airport Road,Cloudy,,63,64,,0,0.0,Rasulgarh,Jaydev Vihar,20.359329279117116,85.78230536749068,20.310105375461852,85.81246701614506,0.34545454545454546,1.0,1.05,0.36272727272727273
2025-04-27,Sunday,Kalpana Square,Rainy,,92,91,,0,0.0,Khandagiri,Rasulgarh,20.34529221786915,85.77705638278753,20.274979316350205,85.7708866722269,0.8363636363636364,1.0,1.2,1.0036363636363637
2025-08-29,Friday,Jaydev Vihar,Humid,,86,82,Political Rally,10,8.0,Airport Road,Kalpana Square,20.27800638907081,85.80949669010285,20.370102803886592,85.85464156765529,0.6727272727272726,1.1,1.05,0.777
2025-03-01,Saturday,Khandagiri,Sunny,,70,66,,0,0.0,Rasulgarh,Kalpana Square,20.33048143737997,85.8750812688791,20.34620733496803,85.79711341346422,0.38181818181818183,1.0,1.0,0.38181818181818183
2025-06-29,Sunday,Kalpana Square,Humid,,79,81,,0,0.0,Jaydev Vihar,Jaydev Vihar,20.345897959818902,85.86433791364746,20.26469886357102,85.7822977032588,0.6545454545454545,1.0,1.05,0.6872727272727273
2025-03-11,Tuesday,Jaydev Vihar,Foggy,,87,86,VIP Convoy,24,19.2,Airport Road,Jaydev Vihar,20.375105652491715,85.82568569094882,20.291415352989574,85.82956829340065,0.7454545454545454,1.24,1.1,1.0168
2025-03-01,Saturday,Airport Road,Sunny,,65,65,,0,0.0,Rasulgarh,Khandagiri,20.326071440890015,85.78887938897893,20.327593484466455,85.85142976251309,0.36363636363636354,1.0,1.0,0.36363636363636354
2025-02-15,Saturday,Jaydev Vihar,Rainy,,123,100,Sports Event,13,10.4,Jaydev Vihar,Kalpana Square,20.379522574579475,85.85369245662346,20.34880736329863,85.79680747142424,1.0,1.13,1.2,1.3559999999999999
2025-09-01,Monday,Khandagiri,Foggy,,70,75,,0,0.0,Master Canteen,Jaydev Vihar,20.233745670058507,85.79568117328573,20.30334322800742,85.8508651478596,0.5454545454545454,1.0,1.1,0.6
2025-02-14,Friday,Kalpana Square,Foggy,,72,77,,0,0.0,Jaydev Vihar,Master Canteen,20.379007178006734,85.79041176869883,20.34790170401485,85.78918399925739,0.5818181818181818,1.0,1.1,0.64
2025-03-13,Thursday,Khandagiri,Humid,,74,77,Sports Event,9,7.2,Khandagiri,Airport Road,20.35003328909516,85.8028246051186,20.27678977800359,85.82402699820356,0.5818181818181818,1.09,1.05,0.6658909090909091
2025-07-16,Wednesday,Rasulgarh,Cloudy,,75,74,,0,0.0,Kalpana Square,Jaydev Vihar,20.29138993856914,85.81102012531608,20.275210471594818,85.8485752132861,0.5272727272727273,1.0,1.05,0.5536363636363637
2025-03-19,Wednesday,Airport Road,Sunny,,50,50,,0,0.0,Kalpana Square,Rasulgarh,20.23719500319056,85.85954426847555,20.351463725550033,85.85385159400133,0.09090909090909094,1.0,1.0,0.09090909090909094
2025-01-18,Saturday,Master Canteen,Cloudy,,105,100,VIP Convoy,17,13.6,Master Canteen,Airport Road,20.237211949407225,85.81432233496201,20.31768908563283,85.8627599097684,1.0,1.17,1.05,1.2285
2025-01-29,Wednesday,Kalpana Square,Sunny,,76,79,Accident,29,23.2,Kalpana Square,Rasulgarh,20.27893374687497,85.84401595135733,20.33027472386531,85.87699426187167,0.6181818181818182,1.29,1.0,0.7974545454545454
2025-08-28,Thursday,Kalpana Square,Rainy,,75,73,,0,0.0,Kalpana Square,Airport Road,20.233786928816833,85.79455869165946,20.261847674218757,85.81308718448363,0.509090909090909,1.0,1.2,0.6109090909090908
2025-04-23,Wednesday,Rasulgarh,Humid,,92,95,Construction Work,8,6.4,Khandagiri,Jaydev Vihar,20.37773216613166,85.85472240282205,20.287876057658604,85.83009602971767,0.9090909090909092,1.08,1.05,1.030909090909091
2025-05-30,Friday,Master Canteen,Sunny,,80,77,,0,0.0,Rasulgarh,Kalpana Square,20.292278058558473,85.81026347962525,20.324058576719743,85.81035410476873,0.5818181818181818,1.0,1.0,0.5818181818181818
2025-06-27,Friday,Jaydev Vihar,Foggy,,89,88,Sports Event,11,8.8,Rasulgarh,Khandagiri,20.252875429518777,85.85083689237213,20.24405752597054,85.78077278756237,0.7818181818181817,1.11,1.1,0.9546000000000001
2025-06-25,Wednesday,Airport Road,Rainy,,68,66,,0,0.0,Khandagiri,Master Canteen,20.290075381645007,85.79452651615374,20.27640991365037,85.84087171183133,0.38181818181818183,1.0,1.2,0.4581818181818182
2025-06-05,Thursday,Kalpana Square,Rainy,,93,89,Bad Roads,9,7.2,Airport Road,Master Canteen,20.250007266678328,85.78704879286933,20.26300993883976,85.8339138188628,0.8,1.09,1.2,1.0464
2025-02-05,Wednesday,Khandagiri,Foggy,,67,67,,0,0.0,Kalpana Square,Rasulgarh,20.243526316253483,85.77081605690907,20.275362138403963,85.870510684812,0.3999999999999999,1.0,1.1,0.43999999999999995
2025-03-15,Saturday,Master Canteen,Rainy,,120,100,Political Rally,13,10.4,Khandagiri,Jaydev Vihar,20.334106246420966,85.78346726940201,20.378671196596635,85.8242677332107,1.0,1.13,1.2,1.3559999999999999
2025-06-16,Monday,Master Canteen,Sunny,,80,81,,0,0.0,Rasulgarh,Jaydev Vihar,20.338507866531597,85.83110911865009,20.343341268987864,85.82035206112636,0.6545454545454545,1.0,1.0,0.6545454545454545
2025-03-23,Sunday,Rasulgarh,Humid,,83,83,,0,0.0,Khandagiri,Jaydev Vihar,20.255210127311184,85.82217773008045,20.28770734538812,85.77095408798645,0.6909090909090909,1.0,1.05,0.7254545454545455
2025-08-30,Saturday,Airport Road,Rainy,,77,72,,0,0.0,Master Canteen,Khandagiri,20.246024300269994,85.83918048758409,20.24010198636791,85.84304663747338,0.49090909090909096,1.0,1.2,0.5890909090909091
2025-07-20,Sunday,Kalpana Square,Rainy,,100,98,Political Rally,19,15.2,Airport Road,Kalpana Square,20.3728927284505,85.8068055762493,20.361944556490247,85.77011581161955,0.9636363636363636,1.19,1.2,1.3760727272727271
2025-04-18,Friday,Jaydev Vihar,Humid,,80,75,Construction Work,12,9.6,Rasulgarh,Khandagiri,20.330344579512516,85.86700589983847,20.271645638133418,85.82231800252059,0.5454545454545454,1.12,1.05,0.6414545454545455
2025-03-03,Monday,Khandagiri,Sunny,,72,67,Bad Roads,10,8.0,Khandagiri,Kalpana Square,20.2781706273926,85.80575554705065,20.300875034392547,85.86867684041785,0.3999999999999999,1.1,1.0,0.43999999999999995
2025-02-17,Monday,Rasulgarh,Cloudy,,75,76,,0,0.0,Master Canteen,Kalpana Square,20.32981309442256,85.80721751304587,20.273893247684757,85.87623101950447,0.5636363636363637,1.0,1.05,0.5918181818181819
2025-02-03,Monday,Khandagiri,Humid,,70,75,Accident,22,17.6,Airport Road,Jaydev Vihar,20.247966511813914,85.87067683519058,20.30547410300726,85.81343424052749,0.5454545454545454,1.22,1.05,0.6987272727272728
2025-01-31,Friday,Rasulgarh,Sunny,,75,70,,0,0.0,Khandagiri,Khandagiri,20.296819246034687,85.80322978335191,20.34451057960977,85.79722627575633,0.4545454545454546,1.0,1.0,0.4545454545454546
2025-08-19,Tuesday,Kalpana Square,Cloudy,Independence Day,103,100,Accident,24,19.2,Master Canteen,Rasulgarh,20.308334902281082,85.77203442455416,20.289592173197864,85.82871201051411,1.0,1.24,1.05,1.302
2025-01-10,Friday,Rasulgarh,Foggy,,100,98,Accident,24,19.2,Airport Road,Rasulgarh,20.239496168229724,85.82594743357437,20.272842926522163,85.85883537257014,0.9636363636363636,1.24,1.1,1.3144
2025-02-01,Saturday,Kalpana Square,Humid,,82,79,Accident,29,23.2,Khandagiri,Airport Road,20.242615183220487,85.85063233229391,20.347279988645038,85.79728483132041,0.6181818181818182,1.29,1.05,0.8373272727272727
2025-07-21,Monday,Airport Road,Sunny,,67,68,Construction Work,12,9.6,Master Canteen,Jaydev Vihar,20.368939562735854,85.86734429160192,20.25500698719466,85.79442028998645,0.4181818181818182,1.12,1.0,0.4683636363636364
2025-06-14,Saturday,Master Canteen,Humid,,88,87,,0,0.0,Khandagiri,Khandagiri,20.30773835323189,85.77638944085275,20.35550767936336,85.77999511249459,0.7636363636363637,1.0,1.05,0.8018181818181819
2025-09-02,Tuesday,Kalpana Square,Foggy,,86,86,Accident,21,16.8,Rasulgarh,Master Canteen,20.363400045127985,85.79228118046582,20.31920319078417,85.7972624250405,0.7454545454545454,1.21,1.1,0.9922
2025-04-02,Wednesday,Rasulgarh,Foggy,,95,92,Bad Roads,10,8.0,Jaydev Vihar,Khandagiri,20.300466035523808,85.81594647949721,20.37268233666726,85.83857557542578,0.8545454545454545,1.1,1.1,1.0340000000000003
2025-07-31,Thursday,Master Canteen,Humid,,95,92,Sports Event,15,12.0,Jaydev Vihar,Airport Road,20.282635826209425,85.8516627423881,20.30387863110005,85.84693593968089,0.8545454545454545,1.15,1.05,1.0318636363636362
2025-08-08,Friday,Master Canteen,Foggy,,104,100,Accident,29,23.2,Rasulgarh,Airport Road,20.242245721708457,85.81199101868864,20.253832554243996,85.8056412118767,1.0,1.29,1.1,1.4190000000000003
2025-07-26,Saturday,Kalpana Square,Humid,,75,72,,0,0.0,Jaydev Vihar,Airport Road,20.253283408735744,85.8324373579824,20.306491247980397,85.86285732069958,0.49090909090909096,1.0,1.05,0.5154545454545455
2025-05-24,Saturday,Rasulgarh,Rainy,,101,99,,0,0.0,Airport Road,Jaydev Vihar,20.256394059241487,85.8270743759823,20.297791324736988,85.81337044587602,0.9818181818181817,1.0,1.2,1.178181818181818
2025-05-06,Tuesday,Rasulgarh,Humid,,94,98,VIP Convoy,18,14.4,Kalpana Square,Khandagiri,20.235736069054166,85.7942954643105,20.346518454676897,85.8464487059446,0.9636363636363636,1.18,1.05,1.1939454545454544
2025-03-21,Friday,Khandagiri,Foggy,Holi,87,88,,0,0.0,Airport Road,Airport Road,20.31417324323583,85.77976853912425,20.343840687904734,85.84228346022812,0.7818181818181817,1.0,1.1,0.86
